,start_time,end_time,username,hostname,mac_addr,memory_capacity(MB),ip_addr,HKEY_LOCAL_MACHINE(SOFTWARE\Microsoft\Windows\CurrentVersion\Run),HKEY_LOCAL_MACHINE(SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce),HKEY_CURRENT_USER(SOFTWARE\Microsoft\Windows\CurrentVersion\Run),HKEY_CURRENT_USER(SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce)
0,2019-08-17 15:59:35.480544,2019-08-17 15:59:44.051655,mingm,LAPTOP-OG97335O,"[('Intel(R) Dual Band Wireless-AC 3168', '7C:76:35:9C:D8:03'), ('VirtualBox Host-Only Ethernet Adapter', '0A:00:27:00:00:04')]",8192.0,"['10.0.0.183', 'fe80::c9f6:118b:5960:e756', '192.168.56.1', 'fe80::e80f:e996:b38c:69a7']","[('SecurityHealth', '%ProgramFiles%\\Windows Defender\\MSASCuiL.exe'), ('IAStorIcon', '""C:\\Program Files\\Intel\\Intel(R) Rapid Storage Technology\\IAStorIconLaunch.exe"" ""C:\\Program Files\\Intel\\Intel(R) Rapid Storage Technology\\IAStorIcon.exe"" 60'), ('AdobeGCInvoker-1.0', '""C:\\Program Files (x86)\\Common Files\\Adobe\\AdobeGCClient\\AGCInvokerUtility.exe""'), ('AdobeAAMUpdater-1.0', '""C:\\Program Files (x86)\\Common Files\\Adobe\\OOBE\\PDApp\\UWA\\UpdaterStartupUtility.exe""'), ('AvastUI.exe', '""C:\\Program Files\\AVAST Software\\Avast\\AvLaunch.exe"" /gui')]",[],[],[]
